A,B
2.405234E+02, 5.777676E-05
2.405234E+02, 5.836100E-05
2.405234E+02, 5.890595E-05
2.405234E+02, 5.941364E-05
2.405234E+02, 5.988618E-05
2.405234E+02, 6.032580E-05
2.405234E+02, 6.073479E-05
2.405234E+02, 6.111549E-05
2.405234E+02, 6.147021E-05
2.405234E+02, 6.180124E-05
2.405234E+02, 6.211084E-05
2.405234E+02, 6.240115E-05
2.405234E+02, 6.267422E-05
2.405234E+02, 6.293195E-05
2.405234E+02, 6.317610E-05
2.405234E+02, 6.340825E-05
2.405234E+02, 6.362980E-05
2.405234E+02, 6.384193E-05
2.405234E+02, 6.404564E-05
2.405234E+02, 6.424170E-05
2.405234E+02, 6.443067E-05
2.405234E+02, 6.461290E-05
2.405234E+02, 6.478855E-05
2.405234E+02, 6.495756E-05
2.405234E+02, 6.511969E-05
2.405234E+02, 6.527455E-05
2.405234E+02, 6.542155E-05
2.405234E+02, 6.556001E-05
2.405234E+02, 6.568911E-05
2.405234E+02, 6.580793E-05
2.405234E+02, 6.591549E-05
2.405234E+02, 6.601075E-05
2.405234E+02, 6.609264E-05
2.405234E+02, 6.616010E-05
2.405234E+02, 6.621206E-05
2.405234E+02, 6.624753E-05
2.405235E+02, 6.626553E-05
2.405235E+02, 6.626520E-05
2.405235E+02, 6.624576E-05
2.405235E+02, 6.620654E-05
2.405235E+02, 6.614698E-05
2.405235E+02, 6.606667E-05
2.405235E+02, 6.596535E-05
2.405235E+02, 6.584289E-05
2.405235E+02, 6.569932E-05
2.405235E+02, 6.553481E-05
2.405235E+02, 6.534969E-05
2.405235E+02, 6.514445E-05
2.405235E+02, 6.491969E-05
2.405235E+02, 6.467615E-05
2.405235E+02, 6.441471E-05
2.405235E+02, 6.413633E-05
2.405235E+02, 6.384208E-05
2.405235E+02, 6.353310E-05
2.405235E+02, 6.321060E-05
2.405235E+02, 6.287584E-05
2.405236E+02, 6.253010E-05
2.405236E+02, 6.217468E-05
2.405236E+02, 6.181088E-05
2.405236E+02, 6.143995E-05
2.405236E+02, 6.106315E-05
2.405236E+02, 6.068165E-05
2.405236E+02, 6.029658E-05
2.405236E+02, 5.990897E-05
2.405236E+02, 5.951978E-05
2.405236E+02, 5.912986E-05
2.405236E+02, 5.873996E-05
2.405236E+02, 5.835072E-05
2.405236E+02, 5.796265E-05
2.405236E+02, 5.757617E-05
2.405236E+02, 5.719155E-05
2.405236E+02, 5.680896E-05
2.405236E+02, 5.642846E-05
2.405236E+02, 5.605000E-05
2.405236E+02, 5.567341E-05
2.405235E+02, 5.529845E-05
2.405235E+02, 5.492478E-05
2.405235E+02, 5.455200E-05
2.405235E+02, 5.417964E-05
2.405235E+02, 5.380716E-05
2.405235E+02, 5.343402E-05
2.405235E+02, 5.305961E-05
2.405235E+02, 5.268334E-05
2.405235E+02, 5.230461E-05
2.405235E+02, 5.192283E-05
2.405235E+02, 5.153741E-05
2.405235E+02, 5.114784E-05
2.405235E+02, 5.075361E-05
2.405235E+02, 5.035428E-05
2.405235E+02, 4.994949E-05
2.405235E+02, 4.953892E-05
2.405235E+02, 4.912233E-05
2.405235E+02, 4.869957E-05
2.405235E+02, 4.827057E-05
2.405235E+02, 4.783531E-05
2.405235E+02, 4.739391E-05
2.405235E+02, 4.694651E-05
2.405235E+02, 4.649338E-05
2.405235E+02, 4.603483E-05
2.405235E+02, 4.557126E-05
2.405235E+02, 4.510312E-05
2.405235E+02, 4.463092E-05
2.405234E+02, 4.415523E-05
2.405234E+02, 4.367665E-05
2.405234E+02, 4.319582E-05
2.405234E+02, 4.271339E-05
2.405234E+02, 4.223005E-05
2.405234E+02, 4.174646E-05
2.405234E+02, 4.126330E-05
2.405234E+02, 4.078124E-05
2.405234E+02, 4.030089E-05
2.405234E+02, 3.982289E-05
2.405234E+02, 3.934778E-05
2.405234E+02, 3.887610E-05
2.405234E+02, 3.840832E-05
2.405234E+02, 3.794486E-05
2.405234E+02, 3.748608E-05
2.405234E+02, 3.703228E-05
2.405234E+02, 3.658369E-05
2.405234E+02, 3.614048E-05
2.405234E+02, 3.570275E-05
2.405234E+02, 3.527054E-05
2.405234E+02, 3.484383E-05
2.405235E+02, 3.442253E-05
2.405235E+02, 3.400652E-05
2.405235E+02, 3.359560E-05
2.405235E+02, 3.318954E-05
2.405235E+02, 3.278806E-05
2.405235E+02, 3.239087E-05
2.405235E+02, 3.199762E-05
2.405235E+02, 3.160796E-05
2.405235E+02, 3.122154E-05
2.405235E+02, 3.083796E-05
2.405235E+02, 3.045687E-05
2.405235E+02, 3.007789E-05
2.405235E+02, 2.970068E-05
2.405235E+02, 2.932490E-05
2.405235E+02, 2.895025E-05
2.405235E+02, 2.857646E-05
2.405235E+02, 2.820327E-05
2.405235E+02, 2.783049E-05
2.405235E+02, 2.745795E-05
2.405235E+02, 2.708553E-05
2.405235E+02, 2.671317E-05
2.405235E+02, 2.634082E-05
2.405235E+02, 2.596851E-05
2.405235E+02, 2.559630E-05
2.405235E+02, 2.522428E-05
2.405235E+02, 2.485260E-05
2.405235E+02, 2.448145E-05
2.405235E+02, 2.411103E-05
2.405235E+02, 2.374160E-05
2.405235E+02, 2.337342E-05
2.405235E+02, 2.300679E-05
2.405235E+02, 2.264202E-05
